Pokedex,Pokemon,Type,Rarity,HoloFoil,Rarity Extra,Set No.,Set,Artist,Damaged,Price,Date
518,Musharna,P,2,,,89/236,unifiedminds,Misa Tsutsui,,,9/7/2019
605,Elgyem,P,2,,,90/236,unifiedminds,Sumiyoshi Kizuki,,,8/2/2019
679,Honedge,P,1,,,92/236,unifiedminds,MAHOU,,,8/2/2019
679,Honedge,P,1,,,93/236,unifiedminds,Suwama Chiaki,,,8/2/2019
680,Doublade,P,2,,,94/236,unifiedminds,Akira Komayama,,,10/14/2019
747,Mareanie,P,1,,,96/236,unifiedminds,Saya Tsuruta,,,8/2/2019
757,Salandit,P,1,,,98/236,unifiedminds,Yukiko Baba,,,8/2/2019
758,Salazzle,P,3,,,99/236,unifiedminds,Masakazu Fukuda,,,10/12/2019
789,Cosmog,P,1,,,100/236,unifiedminds,Akira Komayama,,,8/2/2019
803,Poipole,P,1,,,102/236,unifiedminds,Shin Nagasawa,,,8/10/2019
95,Onix,Fg,1,,,103/236,unifiedminds,Hotishi Ariga,,,8/2/2019
208,Steelix,Fg,3,,,104/236,unifiedminds,Ayaka Yoshida,,,10/14/2019
104,Cubone,Fg,1,,,105/236,unifiedminds,otumami,,,8/2/2019
214,Heracross,Fg,2,,,107/236,unifiedminds,Sanosuke Sakuma,,,10/12/2019
286,Breloom,Fg,2,Reverse,,108/236,unifiedminds,Atsuko Nishida,,,8/2/2019
307,Meditite,Fg,1,Reverse,,109/236,unifiedminds,Mina Nakai,,,10/14/2019
369,Relicanth,Fg,2,,,111/236,unifiedminds,Yuka Morii,,,8/2/2019
443,Gible,Fg,1,,,112/236,unifiedminds,Asako Ito,,,8/2/2019
444,Gabite,Fg,2,,,113/236,unifiedminds,SATOSHI NAKAI,,,10/14/2019
445,Garchomp,Fg,3,Art,,114/236,unifiedminds,Akira Komayama,,,8/2/2019
447,Riolu,Fg,1,Reverse,,115/236,unifiedminds,kirisAki,,,8/25/2019
447,Riolu,Fg,1,,,116/236,unifiedminds,AKIRA EGAWA,,,10/14/2019
448,Lucario,Fg,3,,,117/236,unifiedminds,kirisAki,,,10/14/2019
529,Drilbur,Fg,1,,,118/236,unifiedminds,Ken Sugimori,,,8/10/2019
530,Excadrill,Fg,3,,,119/236,unifiedminds,Kyoko Umemoto,,,8/2/2019
566,Archen,Fg,2,,,120/236,unifiedminds,0313,,,8/2/2019
567,Archeops,Fg,3,Reverse,,121/236,unifiedminds,Hasuno,,,8/25/2019
648,Meloetta,Fg,3,,,123/236,unifiedminds,Kouki Saitou,,,8/2/2019
88,Alolan Grimer,D,1,Reverse,,127/236,unifiedminds,kawayoo,,,10/14/2019
198,Murkrow,D,1,Reverse,,128/236,unifiedminds,nagimiso,,,8/2/2019
198,Murkrow,D,1,Reverse,,129/236,unifiedminds,tetsuya koizumi,,,12/20/2019
215,Sneasel,D,1,Reverse,,131/236,unifiedminds,sui,,,12/20/2019
461,Weavile GX,D,5,,,132/236,unifiedminds,aky CG Works,,,8/25/2019
302,Sableye,D,2,,,133/236,unifiedminds,Suwama Chiaki,,,8/10/2019
509,Purrloin,D,1,,,135/236,unifiedminds,Sumiyoshi Kizuki,,,8/2/2019
559,Scraggy,D,1,,,137/236,unifiedminds,Yumi,,,8/25/2019
717,Yveltal,D,3,Art,,139/236,unifiedminds,sui,,,9/7/2019
589,Escavalier,Sl,3,,,142/236,unifiedminds,Satoshi Shirai,,,12/20/2019
546,Cottonee,Fa,1,,,143/236,unifiedminds,Asako Ito,,,9/7/2019
547,Whimsicott,Fa,3,,,144/236,unifiedminds,Shibuzoh.,,,8/10/2019
445 & 487,Garchomp & Giratina GX,Dr,5,Full,Full Art / Team Up,146/236,unifiedminds,Mitsuhiro Arita,,,8/10/2019
147,Dratini,Dr,1,Reverse,,147/236,unifiedminds,Motofumi Fujiwara,,,8/2/2019
147,Dratini,Dr,1,,,148/236,unifiedminds,Sekio,,,10/14/2019
148,Dragonair,Dr,2,,,149/236,unifiedminds,Sanosuke Sakuma,,,8/2/2019
148,Dragonair,Dr,2,,,150/236,unifiedminds,sowsow,,,8/24/2019
149,Dragonite,Dr,3,,,151/236,unifiedminds,Misa Tsutsui,,,8/2/2019
154,Axew,Dr,1,,,154/236,unifiedminds,Yukiko Baba,,,8/2/2019
621,Druddigon,Dr,1,,,157/236,unifiedminds,hatachu,,,10/12/2019
714,Noibat,Dr,1,,,158/236,unifiedminds,0313,,,8/2/2019
108,Lickitung,N,1,,,161/236,unifiedminds,tetsuya koizumi,,,8/2/2019
463,Lickilicky,N,3,,,162/236,unifiedminds,Suwama Chiaki,,,12/20/2019
163,Hoothoot,N,1,,,165/236,unifiedminds,Misa Tsutsui,,,8/2/2019
287,Slakoth,N,1,Reverse,,167/236,unifiedminds,miki kudo,,,8/2/2019
287,Slakoth,N,1,,,168/236,unifiedminds,tetsuya koizumi,,,12/20/2019
288,Vigoroth,N,2,,,169/236,unifiedminds,Midori Harada,,,8/2/2019
399,Bidoof,N,1,Reverse,,171/236,unifiedminds,Sekio,,,8/2/2019
400,Bibarel,N,2,,,172/236,unifiedminds,Kagemaru Himeno,,,8/2/2019
446,Munchlax,N,2,,,173/236,unifiedminds,sowsow,,,8/2/2019
519,Pidove,N,1,,,174/236,unifiedminds,ryoma uratsuka,,,8/2/2019
641,Tornadus,N,2,,,178/236,unifiedminds,Anesaki Dynamic,,,8/2/2019
661,Fletchling,N,1,,,179/236,unifiedminds,Saya Tsuruta,,,8/2/2019
734,Yungoos,N,1,,,180/236,unifiedminds,Shigenori Negishi,,,8/25/2019
735,Gumshoos,N,3,,,181/236,unifiedminds,Midori Harada,,,9/7/2019
765,Oranguru,N,2,,,182/236,unifiedminds,Naoki Saito,,,10/14/2019
772,Type: Null,N,2,,,183/236,unifiedminds,tetsuya koizumi,,,9/7/2019
775,Komala,N,2,,,185/236,unifiedminds,Miki Tanaka,,,8/2/2019
T,Blue's Tactics,Su,2,,,188/236,unifiedminds,Megumi Mizutani,,,8/25/2019
T,Channeler,Su,2,,,190/236,unifiedminds,TOKIYA,,,8/25/2019
T,Cherish Ball,I,2,,,191/236,unifiedminds,5ban Graphics,,,10/14/2019
T,Cherish Ball,I,2,Reverse,Alternate Art / League Cup,191a/236,unifiedminds,5ban Graphics,,,1/26/2020
T,Ear-Ringing Bell,I,2,,,194/236,unifiedminds,Toyste Beach,,,8/2/2019
T,Giant Bomb,I,2,Reverse,,196/236,unifiedminds,Studio Bora Inc.,,,10/14/2019
T,Giant Hearth,S,2,,,197/236,unifiedminds,5ban Graphics,,,8/25/2019
T,Great Potion,I,2,Reverse,,198/236,unifiedminds,Yoshinobu Saito,,,8/10/2019
T,Grimsley,Su,2,,,199/236,unifiedminds,kodama,,,10/14/2019
T,Hapu,Su,2,,,200/236,unifiedminds,Ken Sugimori,,,8/10/2019
T,Karate Belt,I,2,,,201/236,unifiedminds,Yoshinobu Saito,,,10/14/2019
T,Misty's Favor,Su,2,,,202/236,unifiedminds,Hideki Ishikawa,,,8/2/2019
T,Normalium Z:Tackle,I,2,,,203/236,unifiedminds,5ban Graphics,,,8/10/2019
T,Poke Maniac,Su,2,,,204/236,unifiedminds,Hitoshi Ariga,,,10/14/2019
T,Pokemon Research Lab,S,2,Reverse,,205/236,unifiedminds,oky CG Works,,,9/19/2019
T,Reset Stamp,I,2,Reverse,,206/236,unifiedminds,sadaji,,,10/14/2019
T,Slumbering Forest,S,2,Reverse,,207/236,unifiedminds,Ryo Ueda,,,8/2/2019
T,Tag Switch,I,2,,,209/236,unifiedminds,Yoshinobu Saito,,,10/14/2019
T,Unidentified Fossil,I,2,,,210/236,unifiedminds,Toyste Beach,,,8/2/2019
T,U-Turn Board,I,2,,,211/236,unifiedminds,sadaji,,,10/14/2019
T,Recycle Energy,E,2,Reverse,,212/236,unifiedminds,,,,9/7/2019
445 & 487,Garchomp & Giratina GX,Dr,5,Full,Full Art / Textured / Team Up,228/236,unifiedminds,aky CG Works,,,8/24/2019
149,Dragonite,Dr,5,Full,Full Art / Textured,229/236,unifiedminds,ConceptLab,,,8/2/2019
149,Dragonite,Dr,5,Full,Full Art / Textured / Rainbow,248/236,unifiedminds,ConceptLab,,,12/20/2019
398,Staraptor,N,3,,,27/100,stormfront,Kouki Saitou,,,
400,Bibarel,W,2,,,32/100,stormfront,Kouki Saitou,,,
83,Farfetch'd,N,2,,,38/100,stormfront,Sumiyoshi Kizuki,Used,,8/20/2019
253,Grovyle,G,2,,,39/100,stormfront,Naoyo Kimura,,,
221,Piloswine,Fg,2,,,46/100,stormfront,Mitsuhiro Arita,Used,,8/20/2019
372,Shelgon,N,2,,,50/100,stormfront,Tomokazu Komiya,,,7/20/2019
227,Skarmory,Sl,2,,,51/100,stormfront,Kagemaru Himeno,Used,,8/20/2019
371,Bagon,N,1,,,53/100,stormfront,Aya Kusube,,,
399,Bidoof,N,1,,,54/100,stormfront,Yuka Morii,,,
456,Finneon,W,1,,,61/100,stormfront,Kagemaru Himeno,,,
129,Magikarp,W,1,,,65/100,stormfront,Tomokazu Komiya,,,
95,Onix,Fg,1,,,69/100,stormfront,Kyoko Umemoto,,,
459,Snover,W,1,,,74/100,stormfront,Kagemaru Himeno,,,
114,Tangela,G,1,,,78/100,stormfront,Yukiko Baba,Used,,8/20/2019
252,Treeko,G,1,,,79/100,stormfront,Naoyo Kimura,,,
T,Energy Switch,T,2,,,84/100,stormfront,Ryo Ueda,,,
T,Luxury Ball,T,2,,,86/100,stormfront,Ryo Ueda,,,
T,Poke Drawer +,T,2,,,89/100,stormfront,Ryo Ueda,,,
T,Switch,T,1,,,93/100,stormfront,Ryo Ueda,,,
T,Warp Energy,E,2,,,95/100,stormfront,Takumi Akabane,,,
26,Raichu X,El,5,Full,,99/100,stormfront,Ryo Ueda,,,
102,Exeggcute,G,1,,,1/108,roaringskies,Tomokazu Komiya,,,
265,Wurmple,G,1,,,3/108,roaringskies,Naoyo Kimura,,,7/30/2019
266,Silcoon,G,2,,,4/108,roaringskies,Shigenori Negishi,,,
268,Casconn,G,1,,,6/108,roaringskies,MAHOU,,,5/18/2019
269,Dustox,G,3,Card,,8/108,roaringskies,match,,,8/6/2019
290,Nincada,G,1,,,9/108,roaringskies,Kyoko Umemoto,,,7/14/2019
357,Tropius,G,2,,,12/108,roaringskies,Kyoko Umemoto,,,
662,Fletchinder,F,2,,,14/108,roaringskies,Naoyo Kimura,,,7/7/2019
144,Articuno,W,3,,Full Art,17/108,roaringskies,5ban Graphics,,,7/7/2019
278,Wingull,W,1,,,18/108,roaringskies,MAHOU,,,7/30/2019
279,Pelipper,W,2,,,19/108,roaringskies,Midori Harada,,,8/6/2019
25,Pikachu,El,1,,,20/108,roaringskies,Naoki Saito,,,7/7/2019
100,Voltorb,El,1,Card,,21/108,roaringskies,Suwama Chiaki,,,7/30/2019
309,Electrike,El,1,,,24/108,roaringskies,Akira Komayama,,,7/14/2019
310,Manectric,El,2,Card,,25/108,roaringskies,match,,,8/6/2019
177,Natu,P,1,,Full Art,28/108,roaringskies,Kagemaru Himeno,,,
178,Xatu,P,3,,,29/108,roaringskies,Hajime Kusajima,,,9/21/2019
353,Shuppet,P,1,,,30/108,roaringskies,Yukiko Baba,,,
207,Gligar,Fg,1,Reverse,,36/108,roaringskies,Suwama Chiaki,,,9/21/2019
472,Gliscor,Fg,2,Reverse,,37/108,roaringskies,Hajime Kusajima,,,
688,Binacle,Fg,1,Card,,38/108,roaringskies,Kanako Eo,,,7/7/2019
686,Inkay,D,1,,,41/108,roaringskies,Akira Komayama,,,7/7/2019
385,Jirachi,Sl,3,,,42/108,roaringskies,Sanosuke Sakuma,,,8/6/2019
175,Togepi,Fa,1,,,43/108,roaringskies,HiRON,,,
176,Togetic,Fa,2,Card,,44/108,roaringskies,Kanako Eo,,,7/30/2019
147,Dratini,Dr,1,,,49/108,roaringskies,Miki Tanaka,,,8/6/2019
149,Dragonite,Dr,3,,,51/108,roaringskies,kawayoo,,,5/18/2019
149,Dragonite,Dr,3,Full / Reverse,Full Art,52/108,roaringskies,hatachu,,,5/18/2019
334,Altaria,Dr,2,,,53/108,roaringskies,Mitsuhiro Arita,,,7/7/2019
371,Bagon,Dr,1,,,54/108,roaringskies,Kagemaru Himeno,,,7/14/2019
371,Bagon,Dr,1,,,55/108,roaringskies,kirisAki,,,7/20/2019
372,Shelgon,Dr,2,,,56/108,roaringskies,sui,,,7/30/2019
635,Hydreigon EX,Dr,5,Full,Full Art,62/108,roaringskies,Eske Yoshinob,,,7/14/2019
21,Spearow,N,1,,,65/108,roaringskies,Masakazu Fukuda,,,8/6/2019
52,Meowth,N,1,,,67/108,roaringskies,Akira Komayama,,,5/18/2019
206,Dunsparce,N,1,,,68/108,roaringskies,Yuka Morii,,,7/20/2019
276,Tailow,N,1,,,70/108,roaringskies,Atsuko Nishida,,,
333,Swablu,N,1,Reverse / Card,,73/108,roaringskies,Mizue,,,
519,Pidove,N,1,,,78/108,roaringskies,kirisAki,,,7/14/2019
520,Tranquill,N,2,,,79/108,roaringskies,sui,,,
521,Unfezant,N,2,,,80/108,roaringskies,Shigenori Negishi,,,7/7/2019
521,Unfezant,N,3,,Full Art,81/108,roaringskies,TOKIYA,,,
661,Fletchling,N,1,,,82/108,roaringskies,Kanako Eo,,,
T,Mega Turbo,I,2,,,86/108,roaringskies,Toyste Beach,,,7/30/2019
T,Revive,I,2,,,88/108,roaringskies,Toyste Beach,,,8/6/2019
T,Trainers' Mail,I,2,,,92/108,roaringskies,Toyste Beach,,,7/14/2019
T,Ultra Ball,I,2,,,93/108,roaringskies,5ban Graphics,,,5/18/2019
T,Wally,Su,2,,,94/108,roaringskies,Megumi Mizutani,,,
T,Wide Lens,I,2,,,95/108,roaringskies,Toyste Beach,,,7/14/2019
475,Gallade EX,P,5,Full,Full Art / Ridged,99/108,roaringskies,Ryo Ueda,,,
13,Weedle,G,1,,,2/181,teamup,Shibuzoh.,,,8/27/2019
13,Weedle,G,1,,,3/181,teamup,SATOSHI NAKAI,,,4/22/2019
14,Kakuna,G,2,,,4/181,teamup,Yuka Morii,,,8/27/2019
46,Paras,G,1,,,6/181,teamup,Naoyo Kimura,,,4/22/2019
47,Parasect,G,3,,,7/181,teamup,Satoshi Shirai,,,4/22/2019
102,Exeggcute,G,1,,,8/181,teamup,Ken Sugimori,,,4/22/2019
4,Charmander,F,1,,,11/181,teamup,Naoyo Kimura,,,8/27/2019
4,Charmander,F,1,,,12/181,teamup,Atusko Nishida,,,7/5/2019
5,Charmeleon,F,2,,,13/181,teamup,Ayaka Yoshida,,,4/22/2019
37,Vulpix,F,1,,,15/181,teamup,Ken Sugimori,,,5/12/2019
77,Ponyta,F,1,,,17/181,teamup,Saya Tsuruta,,,12/20/2019
78,Rapidash,F,2,,,18/181,teamup,Shigenori Negishi,,,7/5/2019
725,Litten,F,1,,,20/181,teamup,sui,,,5/12/2019
726,Torract,F,2,,,21/181,teamup,Sanosuke Sakuma,,,8/27/2019
7,Squirtle,W,1,,,22/181,teamup,sui,,,8/27/2019
8,Wartortle,W,2,,,24/181,teamup,Misa Tsutsui,,,10/14/2019
54,Psyduck,W,1,,,26/181,teamup,Kouki Saitou,,,7/20/2019
55,Golduck,W,2,,,27/181,teamup,Masakazu Fukuda,,,5/12/2019
120,Staryu,W,1,,,28/181,teamup,Ken Sugimori,,,6/15/2019
129,Magikarp,W,1,Reverse,,29/181,teamup,sui,,,7/20/2019
144,Articuno,W,3,Art,,32/181,teamup,Yusuke Ohmura,,,8/27/2019
74,Alolan Geodude,El,1,,,34/181,teamup,Yukiko Baba,,,
74,Alolan Geodude,El,1,,,35/181,teamup,Yuka Morii,,,10/14/2019
75,Alolan Graveler,El,2,Full,,36/181,teamup,Misa Tsutsui,,,4/22/2019
76,Alolan Golem,El,3,,,37/181,teamup,kawayoo,,,12/20/2019
100,Voltorb,El,1,,,38/181,teamup,Ken Sugimori,,,7/5/2019
179,Mareep,El,1,,,41/181,teamup,Akira Komayama,,,5/12/2019
180,Flaaffy,El,2,Full,,42/181,teamup,Shibuzoh.,,,
522,Blitzle,El,1,Reverse,,44/181,teamup,Akira Komayama,,,8/27/2019
587,Emolga,El,1,,,46/181,teamup,Megumi Mizutani,,,5/12/2019
595,Joltik,El,1,,,47/181,teamup,Yuka Morii,,,4/22/2019
694,Helioptile,El,1,,,49/181,teamup,Ken Sugimori,,,4/22/2019
695,Heliolisk,El,2,,,50/181,teamup,Sumiyoshi Kizuki,,,10/14/2019
785,Tapu Koko PS,El,3,Reverse,Prism Star,51/181,teamup,Kouki Saitou,,,7/5/2019
29,Nidoran F,P,1,,,54/181,teamup,miki kudo,,,7/5/2019
30,Nidorina,P,2,,,55/181,teamup,Kagemaru Himeno,,,6/15/2019
31,Nidoqueen,P,3,Reverse,,56/181,teamup,nogisimo,,,8/27/2019
32,Nidoran M,P,1,,,57/181,teamup,Naouo Kimura,,,7/5/2019
33,Nidorino,P,2,,,58/181,teamup,Kouki Saitou,,,4/22/2019
34,Nidoqueen,P,3,,,59/181,teamup,kawayoo,,,8/27/2019
72,Tentacool,P,1,,,60/181,teamup,Ken Sugimori,,,8/27/2019
88,Grimer,P,1,Reverse,,62/181,teamup,Ken Sugimori,,,10/14/2019
89,Muk,P,3,,,63/181,teamup,Anesaki Dynamic,,,10/14/2019
124,Jynx,P,2,,,68/181,teamup,HYOGONOSUKE,,,8/27/2019
789,Cosmog,P,1,,,69/181,teamup,sui,,,7/5/2019
790,Cosmoem,P,2,,,70/181,teamup,Kouki Saitou,,,7/5/2019
56,Mankey,Fg,1,Full,,71/181,teamup,Akira Komayama,,,
106,Hitmonlee,Fg,2,,,73/181,teamup,Tomokazu Komiya,,,
107,Hitmonchan,Fg,2,,,74/181,teamup,Tomokazu Komiya,,,8/27/2019
140,Kabuto,Fg,2,,,77/181,teamup,sui,,,8/27/2019
141,Kabutops,Fg,3,,,78/181,teamup,Shin Nagasawa,,,8/27/2019
246,Larvitar,Fg,1,,,79/181,teamup,Ken Sugimori,,,7/20/2019
247,Pupitar,Fg,2,,,80/181,teamup,Anesaki Dynamic,,,10/14/2019
674,Pancham,Fg,1,,,81/181,teamup,Yuka Morii,,,
88,Alolan Grimer,D,1,,,83/181,teamup,SATOSHI NAKAI,,,8/27/2019
89,Alolan Muk,D,3,,,84/181,teamup,Midori Harada,,,10/14/2019
261,Poochyena,D,1,,,86/181,teamup,Ken Sugimori,,,4/22/2019
262,Mightyena,D,3,,,87/181,teamup,kirisAki,,,8/27/2019
442,Spiritomb,D,2,Reverse,,89/181,teamup,HYOGONOSUKE,,,10/14/2019
570,Zorua,D,1,,,90/181,teamup,Naoyo Kimura,,,8/27/2019
629,Vullaby,D,1,Reverse,,92/181,teamup,Eri Yamaki,,,10/14/2019
630,Mandibuzz,D,3,,,93/181,teamup,Ayaka Yoshida,,,8/27/2019
675,Pangoro,D,3,,,94/181,teamup,Satoshi Shirai,,,7/5/2019
227,Skarmory,Sl,3,,,98/181,teamup,kirisAki,,,8/27/2019
385,Jirachi,Sl,3,Reverse,,99/181,teamup,HYOGONOSUKE,,,7/5/2019
597,Ferroseed,Sl,1,Reverse,,102/181,teamup,Shigenori Negishi,,,8/27/2019
624,Pawniard,Sl,1,,,104/181,teamup,Masakazu Fukuda,,,
625,Bisharp,Sl,3,,,105/181,teamup,Anesaki Dynamic,,,7/20/2019
679,Honedge,Sl,1,,,107/181,teamup,sui,,,7/5/2019
680,Doublade,Sl,2,,,108/181,teamup,Shin Nagasawa,,,
681,Aegislash,Sl,3,Reverse,,109/181,teamup,Kagemaru Himeno,,,8/27/2019
707,Klefki,Sl,1,Reverse,,110/181,teamup,Shingenori Negishi,,,10/14/2019
38,Alolan Ninetales,Fa,3,Reverse,,111/181,teamup,Misa Tsuitsui,,,
778,Mimikyu,Fa,3,Reverse,,112/181,teamup,Eri Yamaki,,,5/12/2019
380 & 381,Latias & Latios GX,5,Dr,Full,Full Art / Team Up,113/181,teamup,Mitsuhiro Arita,,,8/27/2019
103,Alolan Exeggutor,Dr,3,Reverse,,115/181,teamup,Sanosuke Sakuma,,,12/20/2019
147,Dratini,Dr,1,,,116/181,teamup,Midori Harada,,,8/27/2019
147,Dratini,Dr,1,Full,,117/181,teamup,Kouki Saitou,,,5/12/2019
133 & 143,Eevee & Snorlax GX,N,5,Full,Full Art / Team Up,120/181,teamup,Mitsuhiro Arita,,,6/15/2019
16,Pidgey,N,1,,,121/181,teamup,Shigenori Negishi,,,8/27/2019
16,Pidgey,N,1,,,122/181,teamup,Sumiyoshi Kizuki,,,10/14/2019
17,Pidgeotto,N,1,,,123/181,teamup,Mizue,,,7/5/2019
18,Pidgeot,N,3,,,124/181,teamup,Akira Komayama,,,7/5/2019
52,Meowth,N,1,,,125/181,teamup,Ken Sugimori,,,12/20/2019
53,Persian,N,2,Reverse,,126/181,teamup,Yukiko Baba,,,8/27/2019
83,Farfetch'd,N,2,,,127/181,teamup,Shibuzoh.,,,7/20/2019
115,Kangaskhan,N,2,Full,,128/181,teamup,Mizue,,,4/22/2019
128,Tauros,N,2,,,129/181,teamup,kodama,,,8/27/2019
249,Lugia,N,3,Reverse / Art,,131/181,teamup,Anesaki Dynamic,,,7/5/2019
335,Zangoose,N,3,Reverse,,132/181,teamup,Misa Tsutsui,,,12/20/2019
T,Brock's Grit,Su,2,,,135/181,teamup,Naoki Saito,,,10/14/2019
T,Buff Padding,I,2,,,136/181,teamup,Yoshinobu Saito,,,12/20/2019
T,Dangerous Drill,I,2,,,138/181,teamup,Toyste Beach,,,4/22/2019
T,Electrocharger,I,2,,,139/181,teamup,Eske Yoshinob,,,10/14/2019
T,Evelyn,Su,2,,,141/181,teamup,Megumi Mizutani,,,7/5/2019
T,Fairy Charm UB,I,2,Reverse,,142/181,teamup,Toyste Beach,,,8/27/2019
T,Grass Memory,I,2,,,143/181,teamup,5ban Graphics,,,8/27/2019
T,Jasmine,I,2,,,145/181,teamup,Ken Sugimori,,,7/5/2019
T,Judge Whistle,I,2,,,146/181,teamup,Ayaka Yoshida,,,7/5/2019
T,Lavendar Town,S,2,,,147/181,teamup,5ban Graphics,,,4/22/2019
T,Metal Goggles,I,2,,,148/181,teamup,Yoshinobu Saito,,,5/12/2019
T,Nanu,Su,2,,,150/181,teamup,Ken Sugimori,,,
T,Nita,Su,2,,,151/181,teamup,Megumi Mizutani,,,8/27/2019
T,Pokemon Communication,I,2,,,152/181,teamup,Ayaka Yoshida,,,10/26/2019
T,Return Label,I,2,,,153/181,teamup,Toyste Beach,,,8/27/2019
T,Sabrina's Suggestion,Su,2,,,154/181,teamup,Hitoshi Ariga,,,6/15/2019
T,Unidentified Fossil,I,2,Reverse,,155/181,teamup,Toyste Beach,,,10/14/2019
T,Viridian Forest,S,2,Card,,156/181,teamup,5ban Graphics,,,7/5/2019
94 & 778,Gengar & Mimikyu GX,P,5,Full,Full Art / Rainbow / Textured / Team Up,186/181,teamup,5ban Graphics,,$11.35,4/22/2019
10,Caterpie,G,1,,,1/149,sunmoon,Kanako Eo,,,
11,Metapod,G,2,Reverse,,2/149,sunmoon,Yuka Morii,,,8/10/2019
12,Butterfree,G,3,,,3/149,sunmoon,chibi,,,
46,Paras,G,1,,,4/149,sunmoon,Ayaka Yoshida,,,
47,Parasect,G,3,,,5/149,sunmoon,Eri Yamaki,,,
127,Pinsir,G,2,Card,,6/149,sunmoon,DemizuPosuka,,,8/1/2019
283,Surskit,G,1,,,7/149,sunmoon,Kyoko Umemoto,,,
723,Dartrix,G,2,,,10/149,sunmoon,Mizue,,,
736,Grubbin,G,1,,,13/149,sunmoon,Akira Komayama,,,
753,Fomantis,G,1,,,14/149,sunmoon,Kagemaru Himeno,,,
755,Morelull,G,1,,,16/149,sunmoon,Saya Tsuruta,,,
761,Bounsweet,G,1,,,18/149,sunmoon,Akira Komayama,,,
762,Steenee,G,2,,,19/149,sunmoon,Mizue,,,
58,Growlithe,F,1,,,21/149,sunmoon,MAHOU,,,
324,Torkoal,F,1,,,23/149,sunmoon,sui,,,
725,Litten,F,1,,,24/149,sunmoon,Akira Komayama,,,
726,Torracat,F,2,,,25/149,sunmoon,TOKIYA,,,7/20/2019
727,Incineroar,F,3,,,26/149,sunmoon,Hitoshi Ariga,,,
54,Psyduck,W,1,,,28/149,sunmoon,Shibuzoh.,,,4/20/2019
60,Poliwag,W,1,,,30/149,sunmoon,Asaka Ito,,,
61,Poliwhirl,W,2,,,31/149,sunmoon,Atsuko Nishida,,,
90,Shellder,W,1,,,33/149,sunmoon,Midori Harada,,,
91,Cloyster,W,3,,,34/149,sunmoon,Yoshinobu Saito,,,
222,Corsola,W,2,Reverse,,36/149,sunmoon,Satoshi Shirai,,,
278,Wingull,W,1,,,37/149,sunmoon,Aya Kusube,,,
279,Pelipper,W,2,,,38/149,sunmoon,Sumiyoshi Kizuki,,,4/20/2019
728,Popplio,W,1,,,39/149,sunmoon,Kouki Saitou,,,
729,Brionne,W,2,,,40/149,sunmoon,Saya Tsurata,,,
746,Wishiwashi,W,2,Full,,44/149,sunmoon,Mitsuhiro Arita,,,
751,Dewpider,W,1,,,45/149,sunmoon,Kagemaru Himeno,,,
752,Araquanid,W,2,,,46/149,sunmoon,match,,,8/10/2019
771,Pyukumuku,W,2,,,47/149,sunmoon,You Iribi,,,
779,Bruxish,W,3,,,48/149,sunmoon,Mizue,,,
170,Chinchou,El,1,,,49/149,sunmoon,Ayaka Yoshida,,,
737,Charjabug,El,2,Reverse,,51/149,sunmoon,Naoki Saito,,,
777,Togedemaru,El,1,,,53/149,sunmoon,Megumi Mizutani,,,
41,Zubat,P,1,,,54/149,sunmoon,Satoshi Shirai,,,
169,Crobat,P,3,Art,,56/149,sunmoon,DemizuPosuka,,,
88,Alolan Grimer,P,1,,,57/149,sunmoon,Naoki Saito,,,8/10/2019
96,Drowzee,P,1,,,59/149,sunmoon,Suwama Chiaki,,,
97,Hypno,P,2,,,60/149,sunmoon,OOYAMA,,,
747,Mareanie,P,1,Reverse,,62/149,sunmoon,match,,,
789,Cosmog,P,1,,,64/149,sunmoon,Megumi Mizutani,,,7/20/2019
790,Cosmoem,P,3,,,65/149,sunmoon,Sanosuke Sakuma,,,
792,Lunala GX,P,5,Full,Full Art,66/149,sunmoon,PLANETA,,$2.27,4/20/2019
296,Makuhita,Fg,1,,,67/149,sunmoon,Mina Nakai,,,
297,Hariyama,Fg,3,,,68/149,sunmoon,Miki Tanaka,,,
524,Roggenrola,Fg,1,Card,,69/149,sunmoon,Kanako Eo,,,7/26/2019
525,Boldore,Fg,2,,,70/149,sunmoon,Shigenori Negishi,,,
526,Gigalith,Fg,3,Reverse,,71/149,sunmoon,Eske Yoshinob,,,8/1/2019
739,Crabrawler,Fg,1,Full,,72/149,sunmoon,Shin Nagasawa,,,4/20/2019
770,Palossand,Fg,3,,,75/149,sunmoon,Kouki Saitou,,,
19,Alolan Rattata,D,1,,,76/149,sunmoon,Kouki Saitou,,,
20,Alolan Raticate,D,2,,,77/149,sunmoon,match,,,
52,Alolan Meowth,D,1,Reverse,,78/149,sunmoon,Kagemaru Himeno,,,
53,Alolan Persian,D,2,,,79/149,sunmoon,kirisAki,,,
318,Carvanha,D,1,,,81/149,sunmoon,Sumiyoshi Kizuki,,,
551,Sandile,D,1,,,83/149,sunmoon,Atsuko Nishida,,,
553,Krookodile,D,3,Art,,85/149,sunmoon,Hajime Kusajima,,,
50,Alolan Diglett,Sl,1,,,86/149,sunmoon,Megumi Mizutani,,,
227,Skarmory,Sl,1,,,88/149,sunmoon,Anesaki Dynamic,,,
791,Solgaleo GX,Sl,5,Full,Full Art,89/149,sunmoon,PLANETA,,,
209,Snubbull,Fa,1,,,90/149,sunmoon,Tomokazu Komiya,,,
